"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 13 20:32:41 EST 2023","Wed Dec 13 20:32:54 EST 2023","13423","All Test Suite","D:/Selenium/SeleniumFunda","tests.E2ETest","tests.E2ETest","validate_product_checkout_e2e","validate_product_checkout_e2e",""
